desired_scenario,given,category,height_op,height_value,contacts_op,contacts_value,friction_op,friction_value,top1_candidate_name,top1_is_reference,is_exact_tie_at_top,margin_signed
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F02,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction <= 0.300,Threshold-only,<,10.0,<,3.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.10344827586206895
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F03,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction <= 0.315,Threshold-only,<,10.0,<,3.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.10761494252873571
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F04,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction <= 0.330,Threshold-only,<,10.0,<,3.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.11178160919540225
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F05,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction <= 0.400,Threshold-only,<,10.0,<,3.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.13122605363984685
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F06,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction <= 0.500,Threshold-only,<,10.0,<,3.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.10900383141762449
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F07,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction <= 1.000,Threshold-only,<,10.0,<,3.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.06455938697318009
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F08,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction >= 0.315,Combined,<,10.0,<,3.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.024837164750957874
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F09,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction >= 0.500,Combined,<,10.0,<,3.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.02011494252873569
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C03_F10,object_lift_height_cm < 10 AND finger_contacts < 3 AND lateral_friction >= 1.000,Combined,<,10.0,<,3.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.02011494252873569
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F01,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction <= 0.100,Threshold-only,<,10.0,<,4.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.057152164750957746
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F02,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction <= 0.300,Threshold-only,<,10.0,<,4.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.11270772030651344
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F03,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction <= 0.315,Threshold-only,<,10.0,<,4.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.11687438697317998
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F04,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction <= 0.330,Threshold-only,<,10.0,<,4.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.12104105363984674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F05,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction <= 0.400,Threshold-only,<,10.0,<,4.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.14048549808429112
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F06,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction <= 0.500,Threshold-only,<,10.0,<,4.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.11826327586206897
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F07,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction <= 1.000,Threshold-only,<,10.0,<,4.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.07381883141762446
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F08,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction >= 0.315,Combined,<,10.0,<,4.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.03409660919540225
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F09,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction >= 0.500,Combined,<,10.0,<,4.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.029374386973179956
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C04_F10,object_lift_height_cm < 10 AND finger_contacts < 4 AND lateral_friction >= 1.000,Combined,<,10.0,<,4.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.029374386973179956
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F01,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction <= 0.100,Threshold-only,<,10.0,<,5.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.06178160919540232
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F02,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction <= 0.300,Threshold-only,<,10.0,<,5.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.11733716475095779
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F03,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction <= 0.315,Threshold-only,<,10.0,<,5.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.12150383141762455
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F04,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction <= 0.330,Threshold-only,<,10.0,<,5.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1256704980842912
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F05,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction <= 0.400,Threshold-only,<,10.0,<,5.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.14511494252873558
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F06,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction <= 0.500,Threshold-only,<,10.0,<,5.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.12289272030651333
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F07,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction <= 1.000,Threshold-only,<,10.0,<,5.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.07844827586206893
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F08,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction >= 0.315,Combined,<,10.0,<,5.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.038726053639846714
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F09,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction >= 0.500,Combined,<,10.0,<,5.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.03400383141762464
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C05_F10,object_lift_height_cm < 10 AND finger_contacts < 5 AND lateral_friction >= 1.000,Combined,<,10.0,<,5.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.03400383141762464
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F01,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction <= 0.100,Combined,<,10.0,>=,1.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.07567049808429127
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F02,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction <= 0.300,Combined,<,10.0,>=,1.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.13122605363984674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F03,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction <= 0.315,Combined,<,10.0,>=,1.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.13539272030651328
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F04,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction <= 0.330,Combined,<,10.0,>=,1.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.13955938697318004
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F05,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction <= 0.400,Combined,<,10.0,>=,1.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15900383141762442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F06,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction <= 0.500,Combined,<,10.0,>=,1.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13678160919540228
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F07,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction <= 1.000,Combined,<,10.0,>=,1.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.09233716475095788
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F08,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction >= 0.315,Combined,<,10.0,>=,1.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.052614942528735664
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F09,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction >= 0.500,Combined,<,10.0,>=,1.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C06_F10,object_lift_height_cm < 10 AND finger_contacts >= 1 AND lateral_friction >= 1.000,Combined,<,10.0,>=,1.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F01,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction <= 0.100,Combined,<,10.0,>=,2.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.07567049808429127
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F02,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction <= 0.300,Combined,<,10.0,>=,2.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.13122605363984674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F03,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction <= 0.315,Operator-only,<,10.0,>=,2.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.13539272030651328
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F04,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction <= 0.330,Combined,<,10.0,>=,2.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.13955938697318004
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F05,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction <= 0.400,Combined,<,10.0,>=,2.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15900383141762442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F06,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction <= 0.500,Combined,<,10.0,>=,2.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13678160919540228
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F07,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction <= 1.000,Combined,<,10.0,>=,2.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.09233716475095788
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F08,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction >= 0.315,Operator-only,<,10.0,>=,2.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.052614942528735664
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F09,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction >= 0.500,Combined,<,10.0,>=,2.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C07_F10,object_lift_height_cm < 10 AND finger_contacts >= 2 AND lateral_friction >= 1.000,Combined,<,10.0,>=,2.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F01,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction <= 0.100,Combined,<,10.0,>=,3.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.07567049808429127
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F02,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction <= 0.300,Combined,<,10.0,>=,3.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.13122605363984674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F03,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction <= 0.315,Combined,<,10.0,>=,3.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.13539272030651328
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F04,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction <= 0.330,Combined,<,10.0,>=,3.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.13955938697318004
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F05,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction <= 0.400,Combined,<,10.0,>=,3.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15900383141762442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F06,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction <= 0.500,Combined,<,10.0,>=,3.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13678160919540228
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F07,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction <= 1.000,Combined,<,10.0,>=,3.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.09233716475095788
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F08,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction >= 0.315,Combined,<,10.0,>=,3.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.052614942528735664
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F09,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction >= 0.500,Combined,<,10.0,>=,3.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C08_F10,object_lift_height_cm < 10 AND finger_contacts >= 3 AND lateral_friction >= 1.000,Combined,<,10.0,>=,3.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F01,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction <= 0.100,Combined,<,10.0,>=,4.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.07567049808429127
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F02,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction <= 0.300,Combined,<,10.0,>=,4.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.13122605363984674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F03,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction <= 0.315,Combined,<,10.0,>=,4.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.13539272030651328
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F04,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction <= 0.330,Combined,<,10.0,>=,4.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.13955938697318004
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F05,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction <= 0.400,Combined,<,10.0,>=,4.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15900383141762442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F06,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction <= 0.500,Combined,<,10.0,>=,4.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13678160919540228
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F07,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction <= 1.000,Combined,<,10.0,>=,4.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.09233716475095788
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F08,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction >= 0.315,Combined,<,10.0,>=,4.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.052614942528735664
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F09,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction >= 0.500,Combined,<,10.0,>=,4.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C09_F10,object_lift_height_cm < 10 AND finger_contacts >= 4 AND lateral_friction >= 1.000,Combined,<,10.0,>=,4.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F01,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction <= 0.100,Combined,<,10.0,>=,5.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.07567049808429127
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F02,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction <= 0.300,Combined,<,10.0,>=,5.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.13122605363984674
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F03,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction <= 0.315,Combined,<,10.0,>=,5.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.13539272030651328
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F04,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction <= 0.330,Combined,<,10.0,>=,5.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.13955938697318004
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F05,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction <= 0.400,Combined,<,10.0,>=,5.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.15900383141762442
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F06,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction <= 0.500,Combined,<,10.0,>=,5.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.13678160919540228
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F07,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction <= 1.000,Combined,<,10.0,>=,5.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.09233716475095788
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F08,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction >= 0.315,Combined,<,10.0,>=,5.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.052614942528735664
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F09,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction >= 0.500,Combined,<,10.0,>=,5.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H03_C10_F10,object_lift_height_cm < 10 AND finger_contacts >= 5 AND lateral_friction >= 1.000,Combined,<,10.0,>=,5.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.04789272030651326
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F01,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction <= 0.100,Threshold-only,<,11.0,<,1.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.0812260536398468
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F02,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction <= 0.300,Threshold-only,<,11.0,<,1.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.1367816091954024
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F03,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction <= 0.315,Threshold-only,<,11.0,<,1.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.14094827586206904
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F04,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction <= 0.330,Threshold-only,<,11.0,<,1.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1451149425287358
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F05,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction <= 0.400,Threshold-only,<,11.0,<,1.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.16455938697318018
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F06,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction <= 0.500,Threshold-only,<,11.0,<,1.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.14233716475095803
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F07,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction <= 1.000,Threshold-only,<,11.0,<,1.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.09789272030651364
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F08,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction >= 0.315,Combined,<,11.0,<,1.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.05817049808429142
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F09,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction >= 0.500,Combined,<,11.0,<,1.0,>=,0.5,Lift Slip — Low Friction Surface,True,False,0.05344827586206902
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C01_F10,object_lift_height_cm < 11 AND finger_contacts < 1 AND lateral_friction >= 1.000,Combined,<,11.0,<,1.0,>=,1.0,Lift Slip — Low Friction Surface,True,False,0.05344827586206902
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F01,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction <= 0.100,Threshold-only,<,11.0,<,2.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.025670498084291227
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F02,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction <= 0.300,Threshold-only,<,11.0,<,2.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.0812260536398468
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F03,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction <= 0.315,Threshold-only,<,11.0,<,2.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.08539272030651346
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F04,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction <= 0.330,Threshold-only,<,11.0,<,2.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.08955938697318011
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F05,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction <= 0.400,Threshold-only,<,11.0,<,2.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.1090038314176246
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F06,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction <= 0.500,Threshold-only,<,11.0,<,2.0,<=,0.5,Lift Slip — Low Friction Surface,True,False,0.08678160919540234
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F07,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction <= 1.000,Threshold-only,<,11.0,<,2.0,<=,1.0,Lift Slip — Low Friction Surface,True,False,0.042337164750957834
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F08,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction >= 0.315,Combined,<,11.0,<,2.0,>=,0.315,Lift Slip — Low Friction Surface,True,False,0.00261494252873562
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F09,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction >= 0.500,Combined,<,11.0,<,2.0,>=,0.5,Parallel Arm Lift — Contact Loss,False,False,-0.0021072796934865634
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C02_F10,object_lift_height_cm < 11 AND finger_contacts < 2 AND lateral_friction >= 1.000,Combined,<,11.0,<,2.0,>=,1.0,Parallel Arm Lift — Contact Loss,False,False,-0.0021072796934865634
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C03_F01,object_lift_height_cm < 11 AND finger_contacts < 3 AND lateral_friction <= 0.100,Threshold-only,<,11.0,<,3.0,<=,0.1,Lift Slip — Low Friction Surface,True,False,0.05344827586206902
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C03_F02,object_lift_height_cm < 11 AND finger_contacts < 3 AND lateral_friction <= 0.300,Threshold-only,<,11.0,<,3.0,<=,0.3,Lift Slip — Low Friction Surface,True,False,0.1090038314176246
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C03_F03,object_lift_height_cm < 11 AND finger_contacts < 3 AND lateral_friction <= 0.315,Threshold-only,<,11.0,<,3.0,<=,0.315,Lift Slip — Low Friction Surface,True,False,0.11317049808429125
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C03_F04,object_lift_height_cm < 11 AND finger_contacts < 3 AND lateral_friction <= 0.330,Threshold-only,<,11.0,<,3.0,<=,0.33,Lift Slip — Low Friction Surface,True,False,0.1173371647509579
diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H04_C03_F05,object_lift_height_cm < 11 AND finger_contacts < 3 AND lateral_friction <= 0.400,Threshold-only,<,11.0,<,3.0,<=,0.4,Lift Slip — Low Friction Surface,True,False,0.13678160919540228
